Latitude,Longitude,Time,Number
28.69853824044119,77.20051754113787,03:22:04 AM,3
28.587955203749914,77.28278304048426,10:37:54 PM,4
28.580512561344367,77.19161559888161,06:42:13 AM,5
28.63401312650313,77.16052885511598,01:14:58 AM,7
28.65559914284912,77.28727920458036,01:54:46 AM,10
28.696706995211578,77.14815463246015,08:23:57 AM,6
28.637655599227237,77.16295506124037,12:34:09 PM,9
28.630176145735152,77.19699159672072,12:26:07 PM,6
28.61655370723261,77.27850889611115,11:46:14 PM,2
28.65559719686612,77.23925756200738,10:20:34 AM,1
28.55528778440583,77.19381003670361,05:24:03 AM,6
28.660409225021944,77.14246416584774,09:02:16 AM,8
28.548549439928074,77.1105928698922,02:27:27 AM,8
28.630624567105983,77.18370590938169,10:27:26 AM,5
28.575514361268468,77.13998226525389,02:36:29 AM,10
28.693742467375163,77.25881063678037,03:54:02 PM,7
28.542951684624207,77.24295883132805,10:44:24 PM,5
28.573028585190347,77.23125436765581,08:32:02 AM,2
28.634781612389023,77.2711159800258,11:36:02 AM,7
28.550976901634574,77.2070042520779,12:07:57 PM,1
28.68168697000769,77.13018204851801,02:20:23 PM,5
28.694165708391477,77.1954220388183,09:03:59 AM,9
28.60833955539283,77.15976118852306,10:35:51 AM,2
28.68818506408534,77.23584332301762,07:45:38 AM,3
28.585149525353927,77.30113563785496,04:55:31 PM,4
28.52615870518822,77.14175140509758,08:02:17 AM,2
28.540051086226956,77.14025808226721,07:17:49 PM,8
28.650717695330265,77.28388360647628,06:39:12 PM,6
28.70389197420498,77.1192665085083,02:07:29 AM,6
28.572684466243707,77.10903403586852,05:48:24 AM,2
28.546270787246836,77.154919721778,06:07:32 PM,5
28.599788162380122,77.26875841433409,09:49:14 AM,5
28.535501772880075,77.15391653448044,09:27:07 AM,4
28.620945985310552,77.11750188220344,04:36:30 AM,3
28.702343920688563,77.15499209397413,08:25:24 AM,10
28.532904704340453,77.21604864351454,08:14:46 PM,7
28.540977443518894,77.13397538210259,07:26:02 PM,10
28.555785976757193,77.13817303201009,04:05:24 PM,3
28.55755652567037,77.12377408787853,08:54:09 PM,7
28.666271405491866,77.12523995624699,10:20:55 AM,3
28.67972284546605,77.24995601360521,10:21:02 AM,8
28.69783442991933,77.16117361552567,12:26:01 PM,4
28.532222166373906,77.11828487314202,03:02:58 PM,7
28.54248129554407,77.1432306878028,02:38:25 PM,6
28.53026939464441,77.15922411611466,05:19:32 PM,5
28.54666793808542,77.22398803452614,11:09:41 AM,9
28.558940498302057,77.18619480809645,03:15:28 PM,9
28.517967665185516,77.11528833904421,08:34:51 AM,7
28.617591414345725,77.13359877272431,03:18:15 AM,8
28.64375392853769,77.24602757733838,05:50:03 PM,5
28.55455297158619,77.11073180952528,07:49:22 PM,1
28.520561006603007,77.13014526097655,04:41:47 PM,2
28.69510773972863,77.3089630532379,11:19:04 AM,9
28.664253213597146,77.13222812425148,11:52:51 PM,1
28.54523015919267,77.15927402466541,04:14:03 PM,8
28.594080908883793,77.30250468764042,12:10:25 AM,2
28.53494517865204,77.10917362340525,02:18:54 PM,7
28.612555638866006,77.26013166865722,12:01:30 AM,5
28.6553836983787,77.13498257548311,12:07:16 PM,2
28.59469237120935,77.2446710580417,07:47:10 PM,5
28.62496067369176,77.18226864995722,09:34:43 AM,2
28.53052440338544,77.28188118811659,11:14:14 PM,1
28.626058791266118,77.2090206481549,02:36:52 PM,6
28.61445326545164,77.29677074377554,10:59:54 AM,9
28.56534262067714,77.20025004977558,11:28:09 PM,7
28.696447765017183,77.17411078111364,11:01:34 AM,6
28.65732838458465,77.22936854296925,07:04:36 AM,8
28.639673556290724,77.26857663835557,08:05:43 PM,10
28.699038879349615,77.13698818636546,06:42:09 PM,1
28.663916808560217,77.28745327217413,11:19:04 AM,6
28.711557551150715,77.19221898268877,11:37:47 PM,1
28.694142757921885,77.17739463453528,05:21:57 AM,7
28.535594398458514,77.11789191955104,04:43:59 PM,3
28.666126806693786,77.15150628118417,09:37:48 PM,4
28.572766237844988,77.2988087557671,09:52:51 PM,4
28.68635157539473,77.1540341600493,03:08:47 PM,9
28.621198063741936,77.17131701247392,07:52:15 PM,1
28.622931381046847,77.30853433887965,05:56:57 AM,9
28.6759422971904,77.28049010697873,09:49:23 PM,9
28.554426674309152,77.235026099613,01:31:54 PM,5
28.660228429705352,77.11654873742502,01:08:05 PM,10
28.533837728231735,77.29467253234888,06:29:26 PM,3
28.580928615479177,77.16393480164886,08:22:54 AM,8
28.56381398731625,77.12655763543647,04:02:27 AM,1
28.582469550549412,77.21989944544437,07:20:20 AM,6
28.577454241587375,77.25084914535299,01:32:12 PM,4
28.519916816301823,77.25230973867099,12:18:04 AM,5
28.69889449070089,77.2279928279881,11:33:25 AM,4
28.679414746564017,77.1198186582241,05:16:18 AM,4
28.677346896403634,77.11811275982278,03:22:50 PM,6
28.561080932059582,77.2340864832567,04:00:07 AM,1
28.592782848054327,77.25522126716267,11:18:58 AM,10
28.673100087751877,77.28563752561199,05:45:50 AM,10
28.64816581069812,77.23540510095623,03:05:25 PM,8
28.518387782584536,77.25419084454538,04:05:10 AM,6
28.58630827112946,77.12466825500212,06:30:47 PM,1
28.516427956474885,77.27107146131404,10:49:24 AM,10
28.645784418812568,77.26947014379482,01:55:01 PM,10
28.575555523819723,77.27462009976131,02:36:08 PM,10
28.55727505072421,77.27242061021153,03:04:05 AM,6
28.65104325673552,77.21493489794067,10:06:10 PM,8
28.666229342709908,77.2894378717334,10:21:25 PM,9
28.621099464399407,77.24863690583528,05:44:00 AM,8
28.527005491160565,77.12115570760508,01:30:44 PM,3
28.693310547907522,77.24996739473077,06:47:20 PM,8
28.537927872057455,77.15885536030615,01:20:24 AM,8
28.526748447143987,77.15173477204245,12:13:51 AM,6
28.616857204516762,77.1258617082733,02:06:37 AM,1
28.615102887813446,77.17415143334696,11:25:11 AM,3
28.58486811250783,77.2531842275598,11:39:17 PM,2
28.534596412314034,77.14444365084195,02:26:52 PM,3
28.61300353161789,77.19488810761499,06:16:26 PM,9
28.674468357842425,77.20068891228799,10:04:02 PM,2
28.664411659649033,77.22924647325316,10:13:05 PM,7
28.630819245883423,77.25316880131363,04:55:28 AM,9
28.520656848707702,77.23148425957997,02:42:09 PM,4
28.54889222312777,77.25182731549187,03:26:13 PM,5
28.63031578696821,77.22762937800869,06:38:20 AM,4
28.613202370373987,77.2054502840283,01:05:49 PM,9
28.6824413,77.4886827,01:05:49 PM,9
28.6824413,77.4886827,01:05:49 PM,9
28.6824413,77.4886827,01:05:49 PM,9
28.6824413,77.4886827,01:05:49 PM,9
28.6830314,77.290537,03:23:00 PM,2
28.6830314,77.290537,04:24:00 PM,1
28.6883632,77.297967,05:47:00 PM,1
28.6883632,77.297967,06:47:00 PM,1
28.6883632,77.297967,05:57:00 PM,10
28.6883632,77.297967,04:57:00 PM,10
28.6883632,77.297967,05:59:00 PM,9
28.6883632,77.297967,05:04:00 PM,10
